         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q1GDR9,      29.32,  0.3299839,      26.18,  0.3674489,      13.61,  0.2252793,      12.04,  0.2148068,       7.33,  0.2187800,      18.85,  0.2973015,      12.04,  0.2756000,  0.0686745, -0.1788779,   191
         Q1GDP2,      37.02,  0.3478798,      12.21,  0.3318962,       0.00,  0.2232996,       4.20,  0.2069393,       0.00,  0.2021960,       7.63,  0.2360402,       1.53,  0.2208253,  0.0495975, -0.1812135,   262
         Q9YBS9,      31.34,  0.3336824,       8.96,  0.2935646,       2.99,  0.1516767,       8.96,  0.2110941,       1.49,  0.2260333,      12.69,  0.2333066,       4.48,  0.2162801,  0.0667874, -0.2346966,   134
         Q6P8V0,      10.53,  0.1900294,       8.36,  0.2809769,       0.00,  0.1452180,       1.24,  0.1367740,       0.00,  0.1315991,       3.41,  0.1679080,       0.31,  0.1512146,  0.2043803, -0.1815600,   323
         P02340,      31.63,  0.3619435,      30.10,  0.4260108,      20.92,  0.3475354,       8.16,  0.2890826,       3.06,  0.3051864,      12.76,  0.2654383,       7.65,  0.2746104,  0.0359466, -0.0851947,   196
         P43311,      16.52,  0.2213925,      31.56,  0.3662270,      13.27,  0.2416814,       7.96,  0.2582300,       0.00,  0.2485531,       5.60,  0.2091184,       2.65,  0.2172535,  0.1738252, -0.0898571,   339
         P12530,      19.79,  0.2359653,      11.18,  0.2851538,       4.68,  0.2258909,       1.21,  0.1426415,       1.81,  0.1406586,       2.87,  0.1636289,       0.15,  0.1613413,  0.1596550, -0.2125179,   662
         P10275,      12.05,  0.1754490,       4.82,  0.2387577,       0.00,  0.1546441,       2.81,  0.0975767,       0.00,  0.0657190,       8.03,  0.1778402,       0.00,  0.1258904,  0.2187145, -0.2422987,   249
         Q87K41,      17.02,  0.3123185,      21.28,  0.4013549,       0.00,  0.2167418,       9.57,  0.2931064,       0.00,  0.2401809,      15.96,  0.3128987,       2.13,  0.2599766,  0.0895723, -0.1502984,    94
         Q6K1C5,      31.38,  0.3574969,      45.21,  0.4863992,      15.43,  0.3158767,      12.77,  0.3257356,       9.04,  0.3581008,      25.00,  0.3699510,       6.38,  0.3162806,  0.0422320, -0.1841906,   188
         Q9QWJ9,      16.56,  0.2574394,      23.89,  0.3586348,       0.00,  0.1928515,       5.73,  0.2626070,       2.23,  0.2809096,      13.38,  0.2481835,       2.87,  0.2346290,  0.1408699, -0.0989082,   314
         O30142,      31.21,  0.3310290,      29.62,  0.3582839,      21.66,  0.2908170,       5.41,  0.2076213,       1.59,  0.2026388,       8.60,  0.2446296,      12.74,  0.2725032,  0.0666661, -0.1523845,   314
         Q86G74,       5.96,  0.1129814,      13.25,  0.3474336,       0.00,  0.1355301,       6.62,  0.1870590,       1.99,  0.1641874,      13.25,  0.2476956,       5.30,  0.1765594,  0.2797160, -0.1886653,   151
         P58399,       0.83,  0.1186398,      30.58,  0.3887680,      22.31,  0.3735456,       5.79,  0.0981678,       0.00,  0.0504851,      15.70,  0.2041974,       0.00,  0.1433763,  0.2815277,  0.0178719,   121
         Q86XD3,      30.65,  0.3022350,      23.96,  0.3581015,      20.05,  0.3273629,       7.37,  0.2084930,       6.91,  0.2282039,      11.75,  0.2478705,      12.67,  0.2787111,  0.0954431, -0.2100620,   434
         O10693,      10.93,  0.1847896,      26.72,  0.3782948,       0.00,  0.1250769,       6.07,  0.2408761,       3.64,  0.2665246,      15.38,  0.2633720,       5.26,  0.2223094,  0.2099531, -0.0459949,   247
         O61442,      26.32,  0.2895212,      23.31,  0.3701749,      10.90,  0.2855596,       5.64,  0.1810308,       0.00,  0.1851072,      12.03,  0.2537309,       8.27,  0.2132609,  0.1067576, -0.2029857,   266
         P12830,      34.74,  0.3722433,      28.17,  0.4063987,      23.47,  0.3316396,      18.78,  0.3656074,      25.35,  0.4287080,       9.39,  0.2725347,      12.68,  0.3628554,  0.0283248, -0.1034182,   213
         P05449,      14.06,  0.2234484,       8.03,  0.2854215,       4.42,  0.1834711,       4.82,  0.1660278,       0.80,  0.1399779,      10.84,  0.1901892,       3.61,  0.1675108,  0.1741361, -0.1266829,   249
         Q8UJL8,      19.33,  0.2810598,      13.66,  0.3002805,       9.02,  0.1938947,       3.35,  0.2302999,       0.00,  0.2315206,       8.25,  0.1876352,       0.52,  0.2051326,  0.1185260, -0.2054790,   388
         Q966X9,      10.00,  0.1998179,      28.18,  0.4194775,       0.00,  0.2242596,      13.64,  0.3939400,      10.00,  0.4005491,      16.36,  0.3133673,       7.27,  0.2878586,  0.2007425, -0.1306668,   110
         P02208,      21.33,  0.2558645,      26.00,  0.3673913,       0.00,  0.2053041,       5.33,  0.2102240,       0.00,  0.1963679,      24.67,  0.2875574,       2.67,  0.2195676,  0.1447426, -0.2422586,   150
         P39687,      42.95,  0.3910372,      67.11,  0.5456580,      75.84,  0.5738477,      10.74,  0.2511033,       8.05,  0.2904712,      34.90,  0.4016252,      29.53,  0.4089571,  0.0082929, -0.0830996,   149
         Q2S9J0,      21.90,  0.2380655,      14.29,  0.2942258,       7.62,  0.2001166,       6.67,  0.1563543,       0.00,  0.1165652,      20.95,  0.2632783,       2.86,  0.1780815,  0.1619330, -0.1979751,   105
         P00142,       6.98,  0.1110775,      58.91,  0.5110694,      18.60,  0.3217198,      15.50,  0.2782031,       8.53,  0.3045489,      21.71,  0.3527685,       6.20,  0.2596112,  0.2873706, -0.1778161,   129
         Q97SQ7,       2.30,  0.1213335,      21.66,  0.3821425,       0.00,  0.2156314,       7.37,  0.2959351,       4.15,  0.2983692,       6.45,  0.2117854,       0.00,  0.2182609,  0.2755121,  0.0633519,   217
         P06996,       3.76,  0.1236874,      22.54,  0.3587746,       4.34,  0.1419860,       8.96,  0.2482768,       6.36,  0.2776621,       9.54,  0.2461165,       0.87,  0.2090862,  0.2703957, -0.0180486,   346
         Q7B8V4,       9.26,  0.1549262,      14.01,  0.3071370,       5.23,  0.1588737,       8.55,  0.1796604,       3.33,  0.1803413,       4.99,  0.1736502,       3.09,  0.1659527,  0.2392818, -0.1404736,   421
         Q12395,       2.94,  0.0839067,      10.78,  0.2392765,       0.00,  0.1963656,       4.90,  0.1030504,       0.00,  0.0621023,       9.31,  0.1739369,       1.96,  0.1103788,  0.3103015, -0.0708240,   204
         P31044,      44.21,  0.3894365,      27.37,  0.4126856,       0.53,  0.2672146,      13.16,  0.3799626,      18.95,  0.4022963,      14.21,  0.3083051,       5.26,  0.3154477,  0.0112689, -0.0562358,   190
         P52895,      19.63,  0.2450147,      12.46,  0.3034233,       0.00,  0.1684085,       3.43,  0.1700050,       0.00,  0.1712981,       6.54,  0.1849764,       1.56,  0.1791197,  0.1508204, -0.1714659,   321
         Q8VVW1,       3.52,  0.1425384,      35.68,  0.4391753,       0.00,  0.2456118,       3.08,  0.2669920,       1.32,  0.2677703,      12.78,  0.2935665,       0.88,  0.2350070,  0.2550377, -0.0580434,   227
         P09391,       2.75,  0.0697119,       5.49,  0.1596280,       0.00,  0.1679642,       1.65,  0.0286384,       0.00,  0.0049197,       8.79,  0.1868185,       1.10,  0.0749528,  0.3169514, -0.4959405,   182
         Q88V95,       0.88,  0.1682864,      25.44,  0.3978099,      10.53,  0.2111380,       8.77,  0.2515474,       0.88,  0.2472629,      17.54,  0.2954310,       3.51,  0.2267229,  0.2274969, -0.1559291,   114
         P45777,      42.86,  0.4848633,      27.62,  0.4178880,      12.38,  0.3705095,      16.19,  0.3592191,       5.71,  0.3502091,      21.90,  0.3496505,       5.71,  0.3269717, -0.0871146, -0.0641082,   105
         P51157,      10.67,  0.1451837,      11.80,  0.2895712,       0.00,  0.1665102,       3.93,  0.1537938,       0.00,  0.1172349,      10.67,  0.1984627,       1.69,  0.1507077,  0.2459672, -0.2110271,   178
         Q8A5Q9,      17.69,  0.2384886,       9.52,  0.2995434,       0.00,  0.1293339,       6.80,  0.1562687,       1.36,  0.1389496,      13.61,  0.2400480,       4.08,  0.1788831,  0.1563548, -0.1576182,   147
         O29944,      19.84,  0.2221116,      30.95,  0.3961346,      11.90,  0.3508549,       8.73,  0.1605857,       0.00,  0.1401386,      23.81,  0.2718200,       7.14,  0.1984651,  0.1761396, -0.0885830,   126
         Q8UBW2,      36.55,  0.3777919,      12.57,  0.3484371,       3.51,  0.2627438,       3.80,  0.2302441,       0.00,  0.2309231,       9.06,  0.2315983,       3.22,  0.2364990,  0.0236957, -0.2256569,   342
         Q97NW2,       7.22,  0.1738354,      18.04,  0.3430082,      10.82,  0.1952874,       4.64,  0.2548677,       2.32,  0.2766846,       5.93,  0.1980114,       2.06,  0.2077345,  0.2217477, -0.0996266,   388
         Q1L4E3,      19.28,  0.2581674,      15.92,  0.3377753,       0.00,  0.1589035,       5.38,  0.2164357,       5.38,  0.2397012,       6.28,  0.2052001,       2.69,  0.2095466,  0.1399803, -0.2386183,   446
         Q9Y2J2,      13.43,  0.2211848,      16.25,  0.3129011,       9.54,  0.2285335,       4.95,  0.1845841,       0.00,  0.1512411,       5.65,  0.1945581,       0.35,  0.1774115,  0.1780394, -0.1182101,   283
         Q15599,      68.89,  0.5796728,      65.56,  0.6020458,     100.00,  0.6896183,      47.78,  0.4885456,      43.33,  0.4880024,      60.00,  0.5715504,      62.22,  0.5699059, -0.1820352, -0.0146599,    90
         Q88NF7,      15.36,  0.2491382,      12.29,  0.3027986,       0.00,  0.1152257,       6.15,  0.2239538,       3.91,  0.2422544,       3.35,  0.1696758,       0.00,  0.1979703,  0.1485079, -0.1846958,   358
         Q90249,       0.83,  0.1245191,      30.58,  0.4111303,      22.31,  0.4084163,       6.61,  0.1073430,       0.00,  0.0551932,      15.70,  0.2035833,       0.00,  0.1502948,  0.2765690,  0.0490101,   121
         Q3V1Y3,      17.36,  0.2303475,      19.20,  0.3316583,       8.85,  0.2216794,       3.17,  0.2007340,       1.00,  0.2083834,       6.84,  0.1941788,       2.50,  0.1942171,  0.1666440, -0.1730522,   599
         P14668,      16.67,  0.2713059,      13.84,  0.3506085,       0.31,  0.2440541,       3.77,  0.2015179,       0.31,  0.2126653,       9.43,  0.2073732,       0.94,  0.2072452,  0.1282582, -0.1295949,   318
         O07897,      43.00,  0.4371298,      41.55,  0.4448633,      30.43,  0.4160884,       6.28,  0.2676367,       3.86,  0.2785130,       9.18,  0.2976544,       4.35,  0.2876329, -0.0351270, -0.2628235,   207
         P55220,      27.00,  0.2685075,      24.50,  0.3835329,       6.00,  0.2605865,      10.00,  0.2627751,       3.00,  0.2649865,       8.00,  0.2519696,       2.00,  0.2386286,  0.1284926, -0.0977025,   200
         P17450,      25.50,  0.2656991,      25.50,  0.3887500,       9.00,  0.2643315,      10.50,  0.2636555,       2.50,  0.2623363,      10.00,  0.2568984,       1.50,  0.2395566,  0.1319925, -0.1068168,   200
         P84801,      15.70,  0.2917491,      38.02,  0.4923482,      13.22,  0.2271666,       9.09,  0.3010562,       0.83,  0.2695126,      26.45,  0.4256972,       7.44,  0.2967272,  0.1104533, -0.1644084,   121
         Q33UM0,      31.87,  0.2937610,      29.67,  0.3539870,      34.07,  0.3963946,      12.09,  0.2107549,       0.00,  0.1556628,      23.08,  0.3129232,       3.30,  0.2211815,  0.1037646, -0.0632494,    91
         P83052,      17.18,  0.2203664,      17.79,  0.3637740,       0.00,  0.2293879,       8.59,  0.2702852,       4.29,  0.2606586,      11.66,  0.2295008,       6.13,  0.2240975,  0.1781966, -0.1867732,   163
         O04986,      10.91,  0.1754227,      15.76,  0.3534905,       0.00,  0.2564147,       6.06,  0.1979085,       0.61,  0.1784163,      14.55,  0.2252054,       3.03,  0.1884072,  0.2218031, -0.2462455,   165
         P0C178,      19.81,  0.2678080,      43.40,  0.4882640,      22.64,  0.3773232,      16.98,  0.3542264,      10.38,  0.3696786,      26.42,  0.3565740,       8.49,  0.3060919,  0.1309313, -0.2153459,   106
         P52575,      11.07,  0.2024476,      10.42,  0.2991040,       0.00,  0.1736701,       3.58,  0.1893697,       0.33,  0.2022239,       5.21,  0.1703187,       0.33,  0.1772439,  0.1947979, -0.1626378,   307
         P08707,      15.34,  0.2026498,      20.63,  0.3289572,       0.00,  0.1364856,       4.23,  0.1726413,       0.00,  0.1539845,       7.41,  0.2050272,       0.53,  0.1772100,  0.1966421, -0.1852494,   189
         P0ACT4,      35.75,  0.3876635,      19.81,  0.3498884,       9.18,  0.2333060,      12.56,  0.2461657,      11.11,  0.2668041,       9.66,  0.2799196,       3.86,  0.2550736,  0.0126991, -0.1407853,   207
         P02792,      26.01,  0.2928146,      41.04,  0.4417948,      19.65,  0.3123250,      10.98,  0.2479382,       2.31,  0.2630858,      10.40,  0.2904058,       2.89,  0.2560065,  0.1081125, -0.0703210,   173
         Q9YAX7,      68.55,  0.5774038,      34.68,  0.4312576,      36.29,  0.4307806,       8.06,  0.2439597,       8.06,  0.2600824,      31.45,  0.4070476,      10.48,  0.3199586, -0.1754672, -0.2092105,   124
         Q8I9N0,      15.20,  0.2061751,      17.20,  0.3356562,       0.00,  0.1501086,       7.60,  0.2618476,       2.80,  0.3032605,      11.60,  0.2272514,       2.80,  0.2223652,  0.1879426, -0.1486529,   250
         P21642,      21.55,  0.2818092,      30.43,  0.4016398,      21.22,  0.3240867,       9.54,  0.2738104,      12.17,  0.3121251,      12.66,  0.2452824,      13.32,  0.3064588,  0.1181768, -0.1628744,   608
         O30700,      15.30,  0.2317705,      10.76,  0.3062828,       0.00,  0.1596965,       4.53,  0.2571383,       3.97,  0.2816288,       6.52,  0.1941669,       2.55,  0.2118312,  0.1679522,  0.0015358,   353
         Q9M6U3,       6.89,  0.1547035,      15.56,  0.3319620,       3.33,  0.1731456,       1.56,  0.1520558,       0.00,  0.1509232,       5.11,  0.1865123,       0.22,  0.1626927,  0.2395204, -0.1862904,   450
         P23836,       4.96,  0.2527881,      18.18,  0.3471331,       0.00,  0.2106071,      10.74,  0.2611777,       2.48,  0.2489079,      19.01,  0.2819953,       3.31,  0.2320003,  0.1505360, -0.0735609,   121
         Q96YM2,       8.05,  0.1149551,      18.12,  0.3090210,       8.05,  0.2319751,       2.68,  0.1210705,       0.00,  0.0945704,      13.42,  0.2009778,       0.67,  0.1400991,  0.2794339, -0.1562121,   149
         Q5SK02,      53.33,  0.5270063,      32.22,  0.4093395,      32.22,  0.3907768,      16.67,  0.2660467,       7.78,  0.2808263,      28.89,  0.4144312,      20.00,  0.3162750, -0.1242573, -0.2389232,    90
         Q5SL27,      40.82,  0.4084699,      18.37,  0.3711743,      20.99,  0.3245870,       3.21,  0.1950563,       3.79,  0.2428353,      10.50,  0.2634238,      10.20,  0.3009244, -0.0093886, -0.2678825,   343
         P16049,      10.91,  0.1719161,      22.73,  0.3309263,       0.00,  0.1416096,       3.18,  0.1503505,       0.00,  0.1503670,      15.91,  0.2231437,       0.00,  0.1711172,  0.2259698, -0.2329334,   220
         Q9ICG6,      31.68,  0.3656309,      54.66,  0.4886573,      37.89,  0.3933186,      11.18,  0.3231589,      11.80,  0.3509478,      26.09,  0.3903841,       6.21,  0.3197965,  0.0338171, -0.1838218,   161
         Q9ICB7,      41.18,  0.4118488,      34.71,  0.4166854,       5.29,  0.3003995,       9.41,  0.3300123,      18.82,  0.3797629,      20.59,  0.3361111,      15.29,  0.3124034, -0.0130809, -0.1424743,   170
         Q5SM82,      38.68,  0.4510999,      60.38,  0.5030103,      56.60,  0.5269769,      13.21,  0.3110293,      12.26,  0.2683591,      38.68,  0.4112729,      39.62,  0.4119580, -0.0511442, -0.1690230,   106
         Q71EW5,      17.06,  0.2441123,      15.27,  0.3365494,      10.59,  0.2493364,       8.94,  0.2350010,       9.90,  0.2556423,       4.40,  0.1827978,       2.06,  0.2090170,  0.1537343, -0.1293543,   727
         Q5SJH5,      20.99,  0.3223249,       4.94,  0.2494672,       0.00,  0.2087655,       5.56,  0.1098475,       0.00,  0.0729987,      11.73,  0.1950630,       0.00,  0.1582836,  0.0745079, -0.2458535,   162
         Q9ESU6,      19.30,  0.2363761,      25.44,  0.3653959,       5.26,  0.2616247,       9.65,  0.2292237,       0.00,  0.1562186,      19.30,  0.2671658,       4.39,  0.2090634,  0.1581988, -0.1008047,   114
         P25440,      22.32,  0.2476875,      21.43,  0.3745782,       0.00,  0.1914515,       9.82,  0.2480349,       1.79,  0.2079973,      16.07,  0.2890882,       5.36,  0.2278976,  0.1449391, -0.0489351,   112
         Q44467,      24.87,  0.3190067,      14.71,  0.3437808,       0.00,  0.1703580,       4.55,  0.2783567,       2.67,  0.2973360,       4.81,  0.2148722,       1.07,  0.2422253,  0.0800206, -0.1299054,   374
         Q8YQ56,      23.48,  0.2742466,      19.13,  0.3054036,       0.00,  0.1806764,       3.48,  0.1738183,       0.00,  0.1391107,      10.43,  0.2762915,       0.87,  0.1948118,  0.1253077, -0.0670627,   115
         Q52078,      19.85,  0.2724125,      14.07,  0.3160303,       2.26,  0.2143104,       5.03,  0.2155349,       2.26,  0.2414390,       7.29,  0.2011062,       1.26,  0.2077539,  0.1256170, -0.1917346,   398
         O57933,      43.20,  0.4334141,      12.53,  0.3383838,      13.33,  0.3246652,       2.13,  0.2204810,       1.33,  0.2314653,      12.00,  0.2458813,       1.87,  0.2449376, -0.0351908, -0.1801509,   375
         O22317,      41.03,  0.4107204,      20.83,  0.3354490,       0.00,  0.1795275,       7.37,  0.1933750,       3.85,  0.1839111,      15.71,  0.2576793,       3.21,  0.2301892, -0.0095138, -0.2591980,   312
         Q5SM06,      34.68,  0.3591969,       8.06,  0.3023961,       0.00,  0.1894302,       6.45,  0.1982113,       0.00,  0.1843265,      15.32,  0.2530875,       4.84,  0.2162030,  0.0410651, -0.3107679,   124
         Q5SLC3,      54.44,  0.4952354,      45.56,  0.4576060,      42.78,  0.4411167,       5.56,  0.2838762,       1.67,  0.3180874,      13.33,  0.3386237,       3.89,  0.3155714, -0.0931463, -0.2188474,   180
